time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,accel_x,accel_y,accel_z,euler_x,euler_y,euler_z,thrust_force_x,thrust_force_y,thrust_force_z,thrust_force_mag,thrust_slack,mass
7.387563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.356000,-0.000000,0.000000,0.000000,0.000000,0.000000,8.356000,8.356000,0.000000,1.000000
7.455966,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.705394,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.705394,1.705394,9.122514,1.000000
7.524370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.179053,-0.000000,0.000000,0.000000,0.000000,0.000000,8.179053,8.179053,0.000000,1.000000
7.592773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.729193,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.729193,1.729193,0.000000,1.000000
7.661176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.999863,-0.000000,0.000000,0.000000,0.000000,0.000000,7.999863,7.999863,9.256816,1.000000
7.729580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.748945,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.748945,1.748945,0.000000,1.000000
7.797983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.818817,-0.000000,0.000000,0.000000,0.000000,0.000000,7.818817,7.818817,0.000000,1.000000
7.866387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.765218,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.765218,1.765218,9.360242,1.000000
7.934790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.636252,-0.000000,0.000000,0.000000,0.000000,0.000000,7.636252,7.636252,0.000000,1.000000
8.003193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.778440,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.778440,1.778440,0.000000,1.000000
8.071597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.452464,-0.000000,0.000000,0.000000,0.000000,0.000000,7.452464,7.452464,9.440230,1.000000
8.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.788939,-0.000000,3.141593,0.000000,0.000000,0.000000,-1.788939,1.788939,0.000000,1.000000
